"date_time","season_payments","type","date_of_payment","amount","notes","file_date","member_id"
"11/25/2025 17:19","Combined CSA","Complimentary","25-Nov-25",0,"WK 35: returned 2 jars, deducted from extras",2025-12-05,31
"12/4/2025 16:00","Combined CSA","Complimentary","4-Dec-25",0,"WK 36: returned 3 jars, deducted extras",2025-12-05,31
"11/28/2025 3:40","Combined CSA","Credit Card","28-Nov-25",300,NA,2025-12-05,203
"11/25/2025 17:47","Combined CSA","Complimentary","25-Nov-25",0,"WK 35: returned 1 jar, deducted extras",2025-12-05,900
"11/27/2025 3:42","Combined CSA","Credit Card","27-Nov-25",300,NA,2025-12-05,1453
"11/27/2025 3:42","Combined CSA","Credit Card","27-Nov-25",150,NA,2025-12-05,482
"11/27/2025 3:42","Combined CSA","Credit Card","27-Nov-25",300,NA,2025-12-05,859
"12/4/2025 3:42","Combined CSA","Credit Card","4-Dec-25",135.3291,NA,2025-12-05,178
"12/5/2025 3:42","Combined CSA","Credit Card","5-Dec-25",150,NA,2025-12-05,587
"12/5/2025 3:42","Combined CSA","Credit Card","5-Dec-25",300,NA,2025-12-05,928
"11/24/2025 17:29","Combined CSA","Complimentary","24-Nov-25",0,"WK35: returned 1 jar, deducted extras",2025-12-05,421
"12/5/2025 3:42","Combined CSA","Credit Card","5-Dec-25",300,NA,2025-12-05,636
"12/4/2025 17:39","Combined CSA","Complimentary","4-Dec-25",0,"WK 36: returned 1 jar, deducted extras",2025-12-05,636
"11/28/2025 3:40","Combined CSA","Credit Card","28-Nov-25",50.959717,NA,2025-12-05,1910
"11/27/2025 3:42","Combined CSA","Credit Card","27-Nov-25",300,NA,2025-12-05,863
"11/27/2025 3:42","Combined CSA","Credit Card","27-Nov-25",300,NA,2025-12-05,1459
"12/4/2025 17:05","Combined CSA","Fee","4-Dec-25",-15.43,"Wk 36: 2 bone in thighs/1.24 & 1.28",2025-12-05,1048
"12/4/2025 3:42","Combined CSA","Credit Card","4-Dec-25",300,NA,2025-12-05,1286
"11/28/2025 3:40","Combined CSA","Credit Card","28-Nov-25",300,NA,2025-12-05,192
"11/25/2025 16:27","Combined CSA","Complimentary","25-Nov-25",4.15,"WK 35: took hoagie, out of slider buns; returned 1 jar",2025-12-05,192
"12/4/2025 15:59","Combined CSA","Complimentary","4-Dec-25",6.9,"WK 36: returned 3 jars, deducted extras",2025-12-05,192
"11/28/2025 3:40","Combined CSA","Credit Card","28-Nov-25",300,NA,2025-12-05,1047
"11/28/2025 3:40","Combined CSA","Credit Card","28-Nov-25",600,NA,2025-12-05,1622
"11/27/2025 3:42","Combined CSA","Credit Card","27-Nov-25",300,NA,2025-12-05,718
"11/28/2025 3:40","Combined CSA","Credit Card","28-Nov-25",109.29004,NA,2025-12-05,584
"12/5/2025 3:42","Combined CSA","Credit Card","5-Dec-25",150,NA,2025-12-05,1084
"12/4/2025 3:42","Combined CSA","Credit Card","4-Dec-25",150,NA,2025-12-05,1614
"11/24/2025 15:58","Combined CSA","Complimentary","24-Nov-25",0,"WK35: returned 1 jar, deducted extras",2025-12-05,1614
"12/5/2025 3:42","Combined CSA","Credit Card","5-Dec-25",150,NA,2025-12-05,1468
"11/28/2025 3:40","Combined CSA","Credit Card","28-Nov-25",77.03992,NA,2025-12-05,968
"11/28/2025 3:40","Combined CSA","Credit Card","28-Nov-25",300,NA,2025-12-05,1545
"11/28/2025 3:40","Combined CSA","Credit Card","28-Nov-25",600,NA,2025-12-05,1771
"12/5/2025 3:42","Combined CSA","Credit Card","5-Dec-25",150,NA,2025-12-05,579
"11/27/2025 3:42","Combined CSA","Credit Card","27-Nov-25",300,NA,2025-12-05,554
"12/4/2025 12:03","Combined CSA","Complimentary","4-Dec-25",2.25,"WK 36: paesley not delivered",2025-12-05,1465
"12/5/2025 3:42","Combined CSA","Credit Card","5-Dec-25",150,NA,2025-12-05,883
"11/27/2025 3:42","Combined CSA","Credit Card","27-Nov-25",300,NA,2025-12-05,1923
"12/5/2025 3:42","Combined CSA","Credit Card","5-Dec-25",300,NA,2025-12-05,615
"12/5/2025 3:42","Combined CSA","Credit Card","5-Dec-25",300,NA,2025-12-05,1932
"11/28/2025 3:40","Combined CSA","Credit Card","28-Nov-25",150,NA,2025-12-05,1871
"12/5/2025 3:42","Combined CSA","Credit Card","5-Dec-25",300,NA,2025-12-05,710
"11/25/2025 17:50","Combined CSA","Complimentary","25-Nov-25",0,"WK 35: returned 1 jar, deducted extras",2025-12-05,364
"11/28/2025 3:40","Combined CSA","Credit Card","28-Nov-25",150,NA,2025-12-05,1706
"12/4/2025 3:42","Combined CSA","Credit Card","4-Dec-25",300,NA,2025-12-05,1577
"11/24/2025 17:58","Combined CSA","Complimentary","24-Nov-25",10,"WK35: returned 4 jar, deducted extras",2025-12-05,1577
"11/27/2025 3:42","Combined CSA","Credit Card","27-Nov-25",300,NA,2025-12-05,1147
"11/28/2025 3:40","Combined CSA","Credit Card","28-Nov-25",106.069824,NA,2025-12-05,204
